metro,date,rent
"Denver, CO",2023-12-31,1884.0402473524775
"Denver, CO",2024-01-31,1889.8911742862167
"Denver, CO",2024-02-29,1892.2689122200215
"Denver, CO",2024-03-31,1893.5641697995827
"Denver, CO",2024-04-30,1890.7002148496872
"Denver, CO",2024-05-31,1889.9158610274949
"Denver, CO",2024-06-30,1888.5946154087944
"Denver, CO",2024-07-31,1890.9608160237167
"Denver, CO",2024-08-31,1892.043734162242
"Denver, CO",2024-09-30,1894.2272758643248
"Denver, CO",2024-10-31,1889.5617131320728
"Denver, CO",2024-11-30,1883.5702003557456
"Denver, CO",2024-12-31,1876.4570273028305
"Detroit, MI",2015-01-31,845.6848499954663
"Detroit, MI",2015-02-28,848.6644935103934
"Detroit, MI",2015-03-31,852.6400184052252
"Detroit, MI",2015-04-30,855.8881096771211
"Detroit, MI",2015-05-31,859.1820401758183
"Detroit, MI",2015-06-30,861.1809173072891
"Detroit, MI",2015-07-31,863.9865333629077
"Detroit, MI",2015-08-31,866.5089893160994
"Detroit, MI",2015-09-30,869.5002325965835
"Detroit, MI",2015-10-31,871.5137861585595
"Detroit, MI",2015-11-30,875.0594307391646
"Detroit, MI",2015-12-31,876.2670879606806
"Detroit, MI",2016-01-31,880.089876002631
"Detroit, MI",2016-02-29,881.0635910861323
"Detroit, MI",2016-03-31,882.5384358930456
"Detroit, MI",2016-04-30,883.6876095503746
"Detroit, MI",2016-05-31,885.4966781489799
"Detroit, MI",2016-06-30,887.8658539936941
"Detroit, MI",2016-07-31,891.5636509751453
"Detroit, MI",2016-08-31,895.885423161854
"Detroit, MI",2016-09-30,898.0174289371363
"Detroit, MI",2016-10-31,902.0754498482004
"Detroit, MI",2016-11-30,904.1525033133069
"Detroit, MI",2016-12-31,907.9515440223594
"Detroit, MI",2017-01-31,909.2104399450828
"Detroit, MI",2017-02-28,913.5153282237742
"Detroit, MI",2017-03-31,918.1245001229822
"Detroit, MI",2017-04-30,924.9094606327144
"Detroit, MI",2017-05-31,929.7038005371052
"Detroit, MI",2017-06-30,934.6962185162258
"Detroit, MI",2017-07-31,937.1620420850188
"Detroit, MI",2017-08-31,940.0747647633513
"Detroit, MI",2017-09-30,943.555299560545
"Detroit, MI",2017-10-31,946.7414238156482
"Detroit, MI",2017-11-30,950.5994427899184
"Detroit, MI",2017-12-31,955.2453478024664
"Detroit, MI",2018-01-31,958.6717061768272
"Detroit, MI",2018-02-28,961.1130105013764
"Detroit, MI",2018-03-31,963.6325985205016
"Detroit, MI",2018-04-30,966.348448622714
"Detroit, MI",2018-05-31,969.92487679005
"Detroit, MI",2018-06-30,972.6618138073118
"Detroit, MI",2018-07-31,975.82714169665
"Detroit, MI",2018-08-31,979.2941712838144
"Detroit, MI",2018-09-30,985.3339984565364
"Detroit, MI",2018-10-31,987.8787902833282
"Detroit, MI",2018-11-30,990.2698772143084
"Detroit, MI",2018-12-31,990.77276752423
"Detroit, MI",2019-01-31,997.575391787794
"Detroit, MI",2019-02-28,1003.8824463645316
"Detroit, MI",2019-03-31,1007.928081824169
"Detroit, MI",2019-04-30,1010.7562758689944
"Detroit, MI",2019-05-31,1013.70783657295
"Detroit, MI",2019-06-30,1017.0763460973516
"Detroit, MI",2019-07-31,1020.9881931201814
"Detroit, MI",2019-08-31,1024.2178018591335
"Detroit, MI",2019-09-30,1025.49089973425
"Detroit, MI",2019-10-31,1029.156996253736
"Detroit, MI",2019-11-30,1032.840124871086
"Detroit, MI",2019-12-31,1037.1378960148504
"Detroit, MI",2020-01-31,1037.3917216913533
"Detroit, MI",2020-02-29,1037.7927728971608
"Detroit, MI",2020-03-31,1042.31522422809
"Detroit, MI",2020-04-30,1046.7305779426688
"Detroit, MI",2020-05-31,1050.2682159650026
"Detroit, MI",2020-06-30,1054.0021070950595
"Detroit, MI",2020-07-31,1063.4455981208837
"Detroit, MI",2020-08-31,1074.053548488091
"Detroit, MI",2020-09-30,1084.145565512296
"Detroit, MI",2020-10-31,1092.4903482073507
"Detroit, MI",2020-11-30,1101.2437029097891
"Detroit, MI",2020-12-31,1111.2224426894495
"Detroit, MI",2021-01-31,1121.6613214821236
"Detroit, MI",2021-02-28,1134.180684392997
"Detroit, MI",2021-03-31,1143.5226651349903
"Detroit, MI",2021-04-30,1153.4883671867915
"Detroit, MI",2021-05-31,1162.7418690395227
"Detroit, MI",2021-06-30,1174.7015239293848
"Detroit, MI",2021-07-31,1186.242115883386
"Detroit, MI",2021-08-31,1201.322476262848
"Detroit, MI",2021-09-30,1212.8696881370977
"Detroit, MI",2021-10-31,1225.4987832920635
"Detroit, MI",2021-11-30,1233.7330473584589
"Detroit, MI",2021-12-31,1245.573555363689
"Detroit, MI",2022-01-31,1253.4844826453862
"Detroit, MI",2022-02-28,1262.1076156520187
"Detroit, MI",2022-03-31,1267.8011319531145
"Detroit, MI",2022-04-30,1277.648246367378
"Detroit, MI",2022-05-31,1287.4726919111058
"Detroit, MI",2022-06-30,1298.9116132674055
"Detroit, MI",2022-07-31,1304.5588679069683
"Detroit, MI",2022-08-31,1305.6205724700142
"Detroit, MI",2022-09-30,1308.161118482467
"Detroit, MI",2022-10-31,1308.1096566464744
"Detroit, MI",2022-11-30,1311.3768868622692
"Detroit, MI",2022-12-31,1311.9532693302378
"Detroit, MI",2023-01-31,1316.3367649272177
"Detroit, MI",2023-02-28,1318.5405433761136
"Detroit, MI",2023-03-31,1321.8033331738252
"Detroit, MI",2023-04-30,1324.6025861862238
"Detroit, MI",2023-05-31,1327.5222484017647
"Detroit, MI",2023-06-30,1329.1036704718242
"Detroit, MI",2023-07-31,1332.5076277501255
"Detroit, MI",2023-08-31,1335.6847323499148
"Detroit, MI",2023-09-30,1340.8517761847786
"Detroit, MI",2023-10-31,1344.753998628836
"Detroit, MI",2023-11-30,1353.3195312720034
"Detroit, MI",2023-12-31,1356.5519042865203
"Detroit, MI",2024-01-31,1362.9313436490704
"Detroit, MI",2024-02-29,1364.9869656735889
"Detroit, MI",2024-03-31,1372.9484870912631
"Detroit, MI",2024-04-30,1377.2745653167322
"Detroit, MI",2024-05-31,1385.5980334491444
"Detroit, MI",2024-06-30,1390.3603924126824
"Detroit, MI",2024-07-31,1397.797817297566
"Detroit, MI",2024-08-31,1403.5044115083083
"Detroit, MI",2024-09-30,1408.5183804771866
"Detroit, MI",2024-10-31,1415.017949653609
"Detroit, MI",2024-11-30,1418.841831029482
"Detroit, MI",2024-12-31,1423.9158356902135
"Hartford, CT",2015-01-31,1073.717840352732
"Hartford, CT",2015-02-28,1074.0320733337064
"Hartford, CT",2015-03-31,1080.372218711749
"Hartford, CT",2015-04-30,1089.6412641339075
"Hartford, CT",2015-05-31,1093.1029755035615
"Hartford, CT",2015-06-30,1086.0649736970122
"Hartford, CT",2015-07-31,1083.9330071154443
"Hartford, CT",2015-08-31,1086.8993932005196
"Hartford, CT",2015-09-30,1096.0215341896908
"Hartford, CT",2015-10-31,1102.313271386006
"Hartford, CT",2015-11-30,1104.0973704028638
"Hartford, CT",2015-12-31,1107.3009686632197
"Hartford, CT",2016-01-31,1107.5501857238853
"Hartford, CT",2016-02-29,1111.1115702479583
"Hartford, CT",2016-03-31,1106.9093748274663
"Hartford, CT",2016-04-30,1105.454385367769
"Hartford, CT",2016-05-31,1106.1023497514725
"Hartford, CT",2016-06-30,1109.1648761176266
"Hartford, CT",2016-07-31,1111.7208742308092
"Hartford, CT",2016-08-31,1114.5676965044631
"Hartford, CT",2016-09-30,1114.893485955088
"Hartford, CT",2016-10-31,1113.5442276908543
"Hartford, CT",2016-11-30,1119.162917528963
"Hartford, CT",2016-12-31,1121.5175520918683
"Hartford, CT",2017-01-31,1126.5323294972989
"Hartford, CT",2017-02-28,1125.9402982837066
"Hartford, CT",2017-03-31,1129.4249839459812
"Hartford, CT",2017-04-30,1137.1225048197853
"Hartford, CT",2017-05-31,1140.8970495531553
"Hartford, CT",2017-06-30,1142.0637049614268
"Hartford, CT",2017-07-31,1142.8153593139834
"Hartford, CT",2017-08-31,1142.0681828052996
"Hartford, CT",2017-09-30,1141.578877184033
"Hartford, CT",2017-10-31,1142.0097280147263
"Hartford, CT",2017-11-30,1143.9322712279777
"Hartford, CT",2017-12-31,1146.9221254501174
"Hartford, CT",2018-01-31,1151.475710668084
"Hartford, CT",2018-02-28,1154.501341096225
"Hartford, CT",2018-03-31,1161.9651439977708
"Hartford, CT",2018-04-30,1162.058920033376
"Hartford, CT",2018-05-31,1165.1645841588454
"Hartford, CT",2018-06-30,1167.4344625027047
"Hartford, CT",2018-07-31,1167.7570563209022
"Hartford, CT",2018-08-31,1172.2091902357608
"Hartford, CT",2018-09-30,1174.2355342331923
"Hartford, CT",2018-10-31,1182.7715014493913
"Hartford, CT",2018-11-30,1185.5103749806915
"Hartford, CT",2018-12-31,1186.5871213904627
"Hartford, CT",2019-01-31,1185.562370871555
"Hartford, CT",2019-02-28,1188.8798110870794
"Hartford, CT",2019-03-31,1188.3357976876143
"Hartford, CT",2019-04-30,1190.90042238832
"Hartford, CT",2019-05-31,1193.000531244091
"Hartford, CT",2019-06-30,1196.9416417026837
"Hartford, CT",2019-07-31,1202.6777842114395
"Hartford, CT",2019-08-31,1205.8120037435297
"Hartford, CT",2019-09-30,1211.1161570593283
"Hartford, CT",2019-10-31,1211.4317636437977
"Hartford, CT",2019-11-30,1214.333905777771
"Hartford, CT",2019-12-31,1218.8121974930525
"Hartford, CT",2020-01-31,1223.8322413710807
"Hartford, CT",2020-02-29,1227.5999067135797
"Hartford, CT",2020-03-31,1230.5963968683488
"Hartford, CT",2020-04-30,1233.5812716994392
"Hartford, CT",2020-05-31,1234.7028552040265
"Hartford, CT",2020-06-30,1234.4711076190258
"Hartford, CT",2020-07-31,1236.057644147046
"Hartford, CT",2020-08-31,1245.2328061507712
"Hartford, CT",2020-09-30,1257.182493261569
"Hartford, CT",2020-10-31,1273.2271934723897
"Hartford, CT",2020-11-30,1281.1414845620714
"Hartford, CT",2020-12-31,1289.4780749804463
"Hartford, CT",2021-01-31,1293.631221560883
"Hartford, CT",2021-02-28,1303.7657822196404
"Hartford, CT",2021-03-31,1309.2126663276676
"Hartford, CT",2021-04-30,1319.7171347352803
"Hartford, CT",2021-05-31,1333.2880918567164
"Hartford, CT",2021-06-30,1352.1551032779023
"Hartford, CT",2021-07-31,1372.26848394155
"Hartford, CT",2021-08-31,1385.6417335393642
"Hartford, CT",2021-09-30,1399.7848925127132
"Hartford, CT",2021-10-31,1404.0640391582112
"Hartford, CT",2021-11-30,1422.7048687262454
"Hartford, CT",2021-12-31,1435.8630869354236
"Hartford, CT",2022-01-31,1451.164669826958
"Hartford, CT",2022-02-28,1455.1690958028953
"Hartford, CT",2022-03-31,1463.8583652475832
"Hartford, CT",2022-04-30,1473.056550981402
"Hartford, CT",2022-05-31,1482.6488115921447
"Hartford, CT",2022-06-30,1486.777763485904
"Hartford, CT",2022-07-31,1494.7979475945783
"Hartford, CT",2022-08-31,1505.088817816615
"Hartford, CT",2022-09-30,1515.3200963251795
"Hartford, CT",2022-10-31,1527.7824659394794
"Hartford, CT",2022-11-30,1531.625321635123
"Hartford, CT",2022-12-31,1537.0467873509265
"Hartford, CT",2023-01-31,1542.4944060779824
"Hartford, CT",2023-02-28,1558.7208668762876
"Hartford, CT",2023-03-31,1573.3840076223812
"Hartford, CT",2023-04-30,1585.9810459772473
"Hartford, CT",2023-05-31,1596.0358302736597
"Hartford, CT",2023-06-30,1607.1130914920125
"Hartford, CT",2023-07-31,1612.2923411738902
"Hartford, CT",2023-08-31,1618.6568594092912
"Hartford, CT",2023-09-30,1625.6572165844636
"Hartford, CT",2023-10-31,1635.2505733359749
"Hartford, CT",2023-11-30,1639.7590776384905
"Hartford, CT",2023-12-31,1645.021056099154
"Hartford, CT",2024-01-31,1655.1573615945003
"Hartford, CT",2024-02-29,1663.838810143866
"Hartford, CT",2024-03-31,1678.5455000089469
"Hartford, CT",2024-04-30,1690.2364384082052
"Hartford, CT",2024-05-31,1701.8590948103997
"Hartford, CT",2024-06-30,1715.310273087429
"Hartford, CT",2024-07-31,1722.5106596886665
"Hartford, CT",2024-08-31,1734.4361485877469
"Hartford, CT",2024-09-30,1742.577565827269
"Hartford, CT",2024-10-31,1749.9468384345623
"Hartford, CT",2024-11-30,1756.5251436317053
"Hartford, CT",2024-12-31,1770.901096559299
"Houston, TX",2015-01-31,1192.592688607794
"Houston, TX",2015-02-28,1195.2314712154982
"Houston, TX",2015-03-31,1199.8650084416895
"Houston, TX",2015-04-30,1202.3024688175774
"Houston, TX",2015-05-31,1203.8174206540918
"Houston, TX",2015-06-30,1206.0272729276342
"Houston, TX",2015-07-31,1208.2352872796723
"Houston, TX",2015-08-31,1212.054750931816
"Houston, TX",2015-09-30,1213.1410131123237
"Houston, TX",2015-10-31,1214.5578325066097
"Houston, TX",2015-11-30,1215.9579186997348
"Houston, TX",2015-12-31,1216.841410157969
"Houston, TX",2016-01-31,1218.5493324691795
"Houston, TX",2016-02-29,1218.4486656258366
"Houston, TX",2016-03-31,1220.6728849977192
"Houston, TX",2016-04-30,1219.8756053135448
"Houston, TX",2016-05-31,1218.033927337474
"Houston, TX",2016-06-30,1216.5414792790907
"Houston, TX",2016-07-31,1217.2081502190422
"Houston, TX",2016-08-31,1218.430784042645
"Houston, TX",2016-09-30,1216.196938302901
"Houston, TX",2016-10-31,1214.8318605364118
"Houston, TX",2016-11-30,1211.5701691355348
"Houston, TX",2016-12-31,1211.9311007528745
"Houston, TX",2017-01-31,1213.458762965647
"Houston, TX",2017-02-28,1219.0631532117495
"Houston, TX",2017-03-31,1224.0173818461235
"Houston, TX",2017-04-30,1224.904832268934
"Houston, TX",2017-05-31,1228.3979235419483
"Houston, TX",2017-06-30,1228.0847692069865
"Houston, TX",2017-07-31,1229.9272020421445
"Houston, TX",2017-08-31,1229.1065036004686
"Houston, TX",2017-09-30,1239.2592307093623
"Houston, TX",2017-10-31,1248.8001556038028
"Houston, TX",2017-11-30,1260.3045705466525
"Houston, TX",2017-12-31,1266.7817179643655
"Houston, TX",2018-01-31,1270.5891872673817
"Houston, TX",2018-02-28,1274.9709481743707
"Houston, TX",2018-03-31,1273.8542135454895
"Houston, TX",2018-04-30,1277.4267602931586
"Houston, TX",2018-05-31,1276.2736875272194
"Houston, TX",2018-06-30,1279.2929788481367
"Houston, TX",2018-07-31,1280.2299610103792
"Houston, TX",2018-08-31,1282.9805466364198
"Houston, TX",2018-09-30,1283.1640784757865
"Houston, TX",2018-10-31,1284.8381282913024
"Houston, TX",2018-11-30,1287.3688676456457
"Houston, TX",2018-12-31,1287.6280722738095
"Houston, TX",2019-01-31,1288.7730080952342
"Houston, TX",2019-02-28,1286.155012780106
"Houston, TX",2019-03-31,1289.9320910200045
"Houston, TX",2019-04-30,1292.80009050569
"Houston, TX",2019-05-31,1298.2184227941932
"Houston, TX",2019-06-30,1302.1917232257806
"Houston, TX",2019-07-31,1306.254180000113
"Houston, TX",2019-08-31,1310.09277536554
"Houston, TX",2019-09-30,1311.2965740306483
"Houston, TX",2019-10-31,1311.659858766095
"Houston, TX",2019-11-30,1311.0178362302831
"Houston, TX",2019-12-31,1314.0869709744372
"Houston, TX",2020-01-31,1317.745563819294
"Houston, TX",2020-02-29,1323.3785649290128
"Houston, TX",2020-03-31,1328.5920593573956
"Houston, TX",2020-04-30,1324.633655133534
"Houston, TX",2020-05-31,1316.5870257664844
"Houston, TX",2020-06-30,1308.766315441192
"Houston, TX",2020-07-31,1308.8020433576992
"Houston, TX",2020-08-31,1311.751159137522
"Houston, TX",2020-09-30,1315.446251325692
"Houston, TX",2020-10-31,1321.056878431665
"Houston, TX",2020-11-30,1326.8038782514927
"Houston, TX",2020-12-31,1331.1844811133806
"Houston, TX",2021-01-31,1336.7982828554414
"Houston, TX",2021-02-28,1339.6737525657727
"Houston, TX",2021-03-31,1346.2678298242931
"Houston, TX",2021-04-30,1356.9399363463351
"Houston, TX",2021-05-31,1374.457071805148
"Houston, TX",2021-06-30,1395.1555045498812
"Houston, TX",2021-07-31,1414.1088185321896
"Houston, TX",2021-08-31,1433.099624748399
"Houston, TX",2021-09-30,1449.2127975664662
"Houston, TX",2021-10-31,1461.635424137479
"Houston, TX",2021-11-30,1472.0931659369894
"Houston, TX",2021-12-31,1481.449791424964
"Houston, TX",2022-01-31,1489.7260946000963
"Houston, TX",2022-02-28,1499.764145939624
"Houston, TX",2022-03-31,1507.3589675023336
"Houston, TX",2022-04-30,1518.200276165978
"Houston, TX",2022-05-31,1524.547732154587
"Houston, TX",2022-06-30,1532.225894322621
"Houston, TX",2022-07-31,1536.7840638297455
"Houston, TX",2022-08-31,1540.1115061123437
"Houston, TX",2022-09-30,1542.2597582100716
"Houston, TX",2022-10-31,1543.654457131011
"Houston, TX",2022-11-30,1545.1335934223266
"Houston, TX",2022-12-31,1548.616891412316
"Houston, TX",2023-01-31,1553.2356369784748
"Houston, TX",2023-02-28,1559.4020243479044
"Houston, TX",2023-03-31,1566.8329993703733
"Houston, TX",2023-04-30,1569.2331358461638
"Houston, TX",2023-05-31,1573.134608686617
"Houston, TX",2023-06-30,1575.2501601011777
"Houston, TX",2023-07-31,1577.3552238131465
"Houston, TX",2023-08-31,1577.2790694779285
"Houston, TX",2023-09-30,1575.9913712439284
"Houston, TX",2023-10-31,1577.290887482486
"Houston, TX",2023-11-30,1579.960129082368
"Houston, TX",2023-12-31,1583.477112530677
"Houston, TX",2024-01-31,1586.80995057709
"Houston, TX",2024-02-29,1588.0563422030132
"Houston, TX",2024-03-31,1586.5964698996584
"Houston, TX",2024-04-30,1589.1906735125992
"Houston, TX",2024-05-31,1593.3696692490807
"Houston, TX",2024-06-30,1600.6783524219466
"Houston, TX",2024-07-31,1602.9759646171417
"Houston, TX",2024-08-31,1606.2193288376948
"Houston, TX",2024-09-30,1608.6744375082103
"Houston, TX",2024-10-31,1612.9042849475138
"Houston, TX",2024-11-30,1615.1146573549213
"Houston, TX",2024-12-31,1616.4535573639864
"Indianapolis, IN",2015-01-31,856.9907994789785
"Indianapolis, IN",2015-02-28,858.466212458829
"Indianapolis, IN",2015-03-31,860.9038833072901
"Indianapolis, IN",2015-04-30,862.2774529834729
"Indianapolis, IN",2015-05-31,864.4519040056703
"Indianapolis, IN",2015-06-30,864.7658994804266
"Indianapolis, IN",2015-07-31,866.5658182041205
"Indianapolis, IN",2015-08-31,868.9474618497285
"Indianapolis, IN",2015-09-30,873.5951858485462
"Indianapolis, IN",2015-10-31,875.4020263248768
"Indianapolis, IN",2015-11-30,879.743551224025
"Indianapolis, IN",2015-12-31,882.0142744919503
"Indianapolis, IN",2016-01-31,883.2357357673816
"Indianapolis, IN",2016-02-29,882.0400636111223
"Indianapolis, IN",2016-03-31,882.1501529068196
"Indianapolis, IN",2016-04-30,885.3069657463408
"Indianapolis, IN",2016-05-31,888.9268784809803
"Indianapolis, IN",2016-06-30,891.5586022457665
"Indianapolis, IN",2016-07-31,894.0638831424463
"Indianapolis, IN",2016-08-31,893.5487785211282
"Indianapolis, IN",2016-09-30,893.1450703170261
"Indianapolis, IN",2016-10-31,893.9906645024331
"Indianapolis, IN",2016-11-30,894.6291373063876
"Indianapolis, IN",2016-12-31,895.5339398196181
"Indianapolis, IN",2017-01-31,897.7491260878592
"Indianapolis, IN",2017-02-28,903.1951616551858
"Indianapolis, IN",2017-03-31,907.9112902990348
"Indianapolis, IN",2017-04-30,911.8059993832368
"Indianapolis, IN",2017-05-31,914.7793714985064
"Indianapolis, IN",2017-06-30,918.2423696170628
"Indianapolis, IN",2017-07-31,921.1671120622692
"Indianapolis, IN",2017-08-31,924.0547199203058
"Indianapolis, IN",2017-09-30,926.6955976267584
"Indianapolis, IN",2017-10-31,931.0609587493452
"Indianapolis, IN",2017-11-30,933.4834508345234
"Indianapolis, IN",2017-12-31,939.603288879005
"Indianapolis, IN",2018-01-31,941.8578148979296
"Indianapolis, IN",2018-02-28,945.6036402387518
"Indianapolis, IN",2018-03-31,945.5257474446904
"Indianapolis, IN",2018-04-30,947.6463759699982
"Indianapolis, IN",2018-05-31,950.3449615552552
"Indianapolis, IN",2018-06-30,954.1458393004278
"Indianapolis, IN",2018-07-31,957.0663057913972
"Indianapolis, IN",2018-08-31,961.5771293430612
"Indianapolis, IN",2018-09-30,963.751640077576
"Indianapolis, IN",2018-10-31,966.7008188448748
"Indianapolis, IN",2018-11-30,971.5380060004808
"Indianapolis, IN",2018-12-31,975.2258303912575
"Indianapolis, IN",2019-01-31,978.7225777093475
"Indianapolis, IN",2019-02-28,979.1850687803382
"Indianapolis, IN",2019-03-31,984.313044632421
"Indianapolis, IN",2019-04-30,987.6485304015404
"Indianapolis, IN",2019-05-31,991.0286384789828
"Indianapolis, IN",2019-06-30,993.6845397705492
"Indianapolis, IN",2019-07-31,997.3827494534476
"Indianapolis, IN",2019-08-31,1000.568959003334
"Indianapolis, IN",2019-09-30,1005.7162436132274
"Indianapolis, IN",2019-10-31,1009.3156027757676
"Indianapolis, IN",2019-11-30,1012.5108152767348
"Indianapolis, IN",2019-12-31,1014.8705138630388
"Indianapolis, IN",2020-01-31,1019.1912647590284
"Indianapolis, IN",2020-02-29,1024.642230651512
"Indianapolis, IN",2020-03-31,1035.139246509567
"Indianapolis, IN",2020-04-30,1037.4565415733257
"Indianapolis, IN",2020-05-31,1044.8254367602938
"Indianapolis, IN",2020-06-30,1048.7532123993792
"Indianapolis, IN",2020-07-31,1055.6740068361669
"Indianapolis, IN",2020-08-31,1061.0850136768647
"Indianapolis, IN",2020-09-30,1067.8650679860057
"Indianapolis, IN",2020-10-31,1077.0889305262665
"Indianapolis, IN",2020-11-30,1082.1133120375282
"Indianapolis, IN",2020-12-31,1092.6189058300067
"Indianapolis, IN",2021-01-31,1099.6551585565428
"Indianapolis, IN",2021-02-28,1106.3492239690272
"Indianapolis, IN",2021-03-31,1109.3224868637958
"Indianapolis, IN",2021-04-30,1116.2904261399356
"Indianapolis, IN",2021-05-31,1126.3454937851943
"Indianapolis, IN",2021-06-30,1138.204697725537
"Indianapolis, IN",2021-07-31,1152.273559770082
"Indianapolis, IN",2021-08-31,1168.3833414036776
"Indianapolis, IN",2021-09-30,1184.4413195347065
"Indianapolis, IN",2021-10-31,1199.2439273828809
"Indianapolis, IN",2021-11-30,1212.361458420324
"Indianapolis, IN",2021-12-31,1220.101481306803
"Indianapolis, IN",2022-01-31,1226.0488267508426
"Indianapolis, IN",2022-02-28,1233.5704740576518
"Indianapolis, IN",2022-03-31,1246.094689056677
"Indianapolis, IN",2022-04-30,1261.9262827699122
"Indianapolis, IN",2022-05-31,1272.634879767051
"Indianapolis, IN",2022-06-30,1286.4110489350617
"Indianapolis, IN",2022-07-31,1296.595931792268
"Indianapolis, IN",2022-08-31,1304.132119899567
"Indianapolis, IN",2022-09-30,1305.256595810616
"Indianapolis, IN",2022-10-31,1305.3505774323428
"Indianapolis, IN",2022-11-30,1308.622898333835
"Indianapolis, IN",2022-12-31,1315.898894613693
"Indianapolis, IN",2023-01-31,1322.4761866688536
"Indianapolis, IN",2023-02-28,1327.0045668227335
"Indianapolis, IN",2023-03-31,1334.0070616532198
"Indianapolis, IN",2023-04-30,1338.3029909377326
"Indianapolis, IN",2023-05-31,1344.6328265276716
"Indianapolis, IN",2023-06-30,1346.1993673189036
"Indianapolis, IN",2023-07-31,1347.505670206102
"Indianapolis, IN",2023-08-31,1350.3415239141093
"Indianapolis, IN",2023-09-30,1355.9459687155104
"Indianapolis, IN",2023-10-31,1364.1301938322406
"Indianapolis, IN",2023-11-30,1371.5474800376608
"Indianapolis, IN",2023-12-31,1377.2616835002418
"Indianapolis, IN",2024-01-31,1381.14410440127
"Indianapolis, IN",2024-02-29,1387.6716282959487
"Indianapolis, IN",2024-03-31,1391.604568416972
"Indianapolis, IN",2024-04-30,1395.9703532321676
"Indianapolis, IN",2024-05-31,1399.5923242121082
"Indianapolis, IN",2024-06-30,1404.261131242837
"Indianapolis, IN",2024-07-31,1412.7513737305503
"Indianapolis, IN",2024-08-31,1420.5583308181454
"Indianapolis, IN",2024-09-30,1428.2638101025375
"Indianapolis, IN",2024-10-31,1429.7418572511824
"Indianapolis, IN",2024-11-30,1432.9152518883093
"Indianapolis, IN",2024-12-31,1439.2687831051674
"Jacksonville, FL",2015-01-31,979.17057799264
"Jacksonville, FL",2015-02-28,981.1487373946816
"Jacksonville, FL",2015-03-31,983.1304253049616
"Jacksonville, FL",2015-04-30,985.1144749792325
"Jacksonville, FL",2015-05-31,988.6238964434706
"Jacksonville, FL",2015-06-30,991.6041669595398
"Jacksonville, FL",2015-07-31,995.6329466114576
"Jacksonville, FL",2015-08-31,999.6299071453252
"Jacksonville, FL",2015-09-30,1002.8279428406468
"Jacksonville, FL",2015-10-31,1007.3194208833048
"Jacksonville, FL",2015-11-30,1009.2515375684586
"Jacksonville, FL",2015-12-31,1013.7774403571274
"Jacksonville, FL",2016-01-31,1015.089647990074
"Jacksonville, FL",2016-02-29,1018.301687415
"Jacksonville, FL",2016-03-31,1019.8031729501016
"Jacksonville, FL",2016-04-30,1023.1406344820982
"Jacksonville, FL",2016-05-31,1025.9723624768703
"Jacksonville, FL",2016-06-30,1028.4243418664112
"Jacksonville, FL",2016-07-31,1028.6250343588526
"Jacksonville, FL",2016-08-31,1031.4887405962183
"Jacksonville, FL",2016-09-30,1034.5855647572612
"Jacksonville, FL",2016-10-31,1039.058947351764
"Jacksonville, FL",2016-11-30,1040.2943816384643
"Jacksonville, FL",2016-12-31,1040.1000536526976
"Jacksonville, FL",2017-01-31,1042.9297440404785
"Jacksonville, FL",2017-02-28,1048.5291795859343
"Jacksonville, FL",2017-03-31,1056.9685527390586
"Jacksonville, FL",2017-04-30,1062.2777085534933
"Jacksonville, FL",2017-05-31,1066.1647198745668
"Jacksonville, FL",2017-06-30,1070.6170457314822
"Jacksonville, FL",2017-07-31,1076.0889470551217
"Jacksonville, FL",2017-08-31,1080.070623732306
"Jacksonville, FL",2017-09-30,1082.3338694846366
"Jacksonville, FL",2017-10-31,1083.6830760840153
"Jacksonville, FL",2017-11-30,1089.2549581834746
"Jacksonville, FL",2017-12-31,1096.2943489611866
"Jacksonville, FL",2018-01-31,1103.651717783698
"Jacksonville, FL",2018-02-28,1107.1653070198536
"Jacksonville, FL",2018-03-31,1110.9098361390425
"Jacksonville, FL",2018-04-30,1114.4307730827438
"Jacksonville, FL",2018-05-31,1120.4914129252584
"Jacksonville, FL",2018-06-30,1124.698961961659
"Jacksonville, FL",2018-07-31,1130.8724252708903
"Jacksonville, FL",2018-08-31,1134.094935424384
"Jacksonville, FL",2018-09-30,1138.341669818404
"Jacksonville, FL",2018-10-31,1142.6611652212157
"Jacksonville, FL",2018-11-30,1150.3062784388128
"Jacksonville, FL",2018-12-31,1154.1068957537725
"Jacksonville, FL",2019-01-31,1157.134211863211
"Jacksonville, FL",2019-02-28,1159.0838720393065
"Jacksonville, FL",2019-03-31,1161.6928652920424
"Jacksonville, FL",2019-04-30,1165.7899316252965
"Jacksonville, FL",2019-05-31,1168.8074521466249
"Jacksonville, FL",2019-06-30,1173.1795731279497
"Jacksonville, FL",2019-07-31,1176.0103559872373
"Jacksonville, FL",2019-08-31,1181.354170211185
"Jacksonville, FL",2019-09-30,1186.7400112095431
"Jacksonville, FL",2019-10-31,1192.1963843637477
"Jacksonville, FL",2019-11-30,1193.7035763384083
"Jacksonville, FL",2019-12-31,1197.7622727758055
"Jacksonville, FL",2020-01-31,1201.7813677739382
"Jacksonville, FL",2020-02-29,1208.0204933316654
"Jacksonville, FL",2020-03-31,1214.9080897676542
"Jacksonville, FL",2020-04-30,1215.0087454571783
"Jacksonville, FL",2020-05-31,1213.1767325514718
"Jacksonville, FL",2020-06-30,1210.5449748640694
